"","Zi","Yi","Ci","Di"
"793",78,54,0,1
"794",76,73,0,1
"795",76,72,0,1
"796",75,72,0,1
"797",78,72,0,1
"798",78,70,0,1
"799",73,70,0,1
"800",78,70,0,1
"801",74,70,0,1
"802",76,69,0,1
"803",74,68,0,1
"804",78,68,0,1
"805",78,68,0,1
"806",78,67,0,1
"807",78,67,0,1
"808",75,67,0,1
"809",73,66,0,1
"810",78,66,0,1
"811",78,73,0,1
"812",78,71,0,1
"813",77,71,0,1
"814",78,71,0,1
"815",78,71,0,1
"816",78,71,0,1
"817",78,70,0,1
"818",78,70,0,1
"819",78,70,0,1
"820",78,70,0,1
"821",78,69,0,1
"822",78,69,0,1
"823",78,67,0,1
"824",75,67,0,1
"825",78,67,0,1
"826",76,67,0,1
"827",78,67,0,1
"828",78,67,0,1
"829",68,67,0,1
"830",78,67,0,1
"831",78,66,0,1
"832",78,66,0,1
"833",67,66,0,1
"834",75,66,0,1
"835",78,73,0,1
"836",78,73,0,1
"837",78,73,0,1
"838",78,72,0,1
"839",75,71,0,1
"840",77,71,0,1
"841",72,71,0,1
"842",78,70,0,1
"843",71,69,0,1
"844",78,68,0,1
"845",78,68,0,1
"846",78,61,0,1
"847",74,60,0,1
"848",78,60,0,1
"849",78,60,0,1
"850",77,59,0,1
"851",73,58,0,1
"852",78,53,0,1
"853",78,55,0,1
"854",64,55,0,1
"855",62,55,0,1
"856",78,71,0,1
"857",78,71,0,1
"858",78,70,0,1
"859",78,70,0,1
"860",78,70,0,1
"861",78,69,0,1
"862",78,69,0,1
"863",77,69,0,1
"864",78,69,0,1
"865",78,67,0,1
"866",74,67,0,1
"867",77,67,0,1
"868",78,67,0,1
"869",70,67,0,1
"870",78,67,0,1
"871",78,67,0,1
"872",73,66,0,1
"873",70,66,0,1
"874",78,73,0,1
"875",78,73,0,1
"876",73,71,0,1
"877",78,70,0,1
"878",78,70,0,1
"879",78,69,0,1
"880",78,69,0,1
"881",78,69,0,1
"882",75,69,0,1
"883",78,69,0,1
"884",78,68,0,1
"885",78,68,0,1
"886",78,67,0,1
"887",77,67,0,1
"888",78,66,0,1
"889",78,66,0,1
"890",78,72,0,1
"891",78,71,0,1
"892",78,71,0,1
"893",74,71,0,1
"894",78,70,0,1
"895",78,70,0,1
"896",72,70,0,1
"897",73,69,0,1
"898",77,69,0,1
"899",78,68,0,1
"900",78,68,0,1
"901",78,68,0,1
"902",73,67,0,1
"903",71,67,0,1
"904",78,67,0,1
"905",71,67,0,1
"906",75,66,0,1
"907",69,66,0,1
"908",73,66,0,1
"909",69,66,0,1
"910",78,66,0,1
"911",77,65,0,1
"912",78,65,0,1
"913",78,64,0,1
"914",78,64,0,1
"915",77,64,0,1
"916",78,66,0,1
"917",78,66,0,1
"918",78,66,0,1
"919",78,66,0,1
"920",77,65,0,1
"921",76,65,0,1
"922",78,65,0,1
"923",68,64,0,1
"924",78,64,0,1
"925",78,64,0,1
"926",78,64,0,1
"927",78,64,0,1
"928",78,63,0,1
"929",78,63,0,1
"930",78,63,0,1
"931",78,63,0,1
"932",78,64,0,1
"933",78,63,0,1
"934",78,62,0,1
"935",63,62,0,1
"936",74,62,0,1
"937",78,61,0,1
"938",67,61,0,1
"939",78,61,0,1
"940",67,60,0,1
"941",64,60,0,1
"942",77,66,0,1
"943",77,66,0,1
"944",66,65,0,1
"945",75,65,0,1
"946",70,65,0,1
"947",78,65,0,1
"948",66,65,0,1
"949",78,64,0,1
"950",78,64,0,1
"951",67,64,0,1
"952",73,63,0,1
"953",68,63,0,1
"954",73,62,0,1
"955",72,62,0,1
"956",78,62,0,1
"957",78,62,0,1
"958",78,62,0,1
"959",78,62,0,1
"960",78,62,0,1
"961",70,62,0,1
"962",78,62,0,1
"963",78,61,0,1
"964",78,61,0,1
"965",78,61,0,1
"966",74,61,0,1
"967",73,60,0,1
"968",71,60,0,1
"969",78,60,0,1
"970",67,59,0,1
"971",60,59,0,1
"972",78,66,0,1
"973",73,66,0,1
"974",78,66,0,1
"975",78,66,0,1
"976",78,65,0,1
"977",77,65,0,1
"978",66,65,0,1
"979",78,64,0,1
"980",78,64,0,1
"981",74,64,0,1
"982",78,64,0,1
"983",78,64,0,1
"984",66,63,0,1
"985",78,63,0,1
"986",78,58,0,1
